Forest Size, Forest Depth, Patterns threshold, Edges Threshold, Learner, Train Accuracy, Test Accuracy, Test Accuracy (gain), F1_macro, F1_macro (gain), F1_micro, ROC_AUC, ROC_AUC (gain), Patterns Count, Patterns Ratio, Nodes Count, Nodes Ratio, Training Time, Pruning Time
,,,,,,,,,,,,,,,,,,
32,5,1,0.65,LogisticRegression(max_iter=10000),0.931,0.92,-0.019,0.917,-0.02,0.92,0,0,47,0.362,47,0.362,0:00:00.090225,0:00:00
,,,,,,,,,,,,,,,,,,
32,5,1,0.6,LogisticRegression(max_iter=10000),0.927,0.918,-0.021,0.914,-0.023,0.918,0,0,39,0.3,39,0.3,0:00:00.042059,0:00:00
,,,,,,,,,,,,,,,,,,
32,10,1,1,LogisticRegression(max_iter=10000),0.969,0.946,0,0.944,0,0.946,0,0,374,1,374,1,0:00:00.932361,0:00:00
,,,,,,,,,,,,,,,,,,
32,10,1,0.95,LogisticRegression(max_iter=10000),0.966,0.946,0,0.944,0,0.946,0,0,320,0.856,320,0.856,0:00:01.975788,0:00:00
,,,,,,,,,,,,,,,,,,
32,10,1,0.9,LogisticRegression(max_iter=10000),0.967,0.943,-0.003,0.941,-0.003,0.943,0,0,287,0.767,287,0.767,0:00:01.614322,0:00:00
,,,,,,,,,,,,,,,,,,
32,10,1,0.85,LogisticRegression(max_iter=10000),0.965,0.944,-0.002,0.942,-0.002,0.944,0,0,271,0.725,271,0.725,0:00:01.371099,0:00:00
,,,,,,,,,,,,,,,,,,
32,10,1,0.8,LogisticRegression(max_iter=10000),0.966,0.943,-0.003,0.94,-0.004,0.943,0,0,251,0.671,251,0.671,0:00:01.596759,0:00:00
,,,,,,,,,,,,,,,,,,
32,10,1,0.75,LogisticRegression(max_iter=10000),0.963,0.945,-0.001,0.943,-0.001,0.945,0,0,228,0.61,228,0.61,0:00:01.345138,0:00:00
,,,,,,,,,,,,,,,,,,
32,10,1,0.7,LogisticRegression(max_iter=10000),0.961,0.946,0,0.944,0,0.946,0,0,203,0.543,203,0.543,0:00:01.033832,0:00:00
,,,,,,,,,,,,,,,,,,
32,10,1,0.65,LogisticRegression(max_iter=10000),0.957,0.941,-0.006,0.938,-0.006,0.941,0,0,162,0.433,162,0.433,0:00:00.566202,0:00:00
,,,,,,,,,,,,,,,,,,
32,10,1,0.6,LogisticRegression(max_iter=10000),0.958,0.934,-0.012,0.931,-0.013,0.934,0,0,152,0.406,152,0.406,0:00:00.528674,0:00:00
,,,,,,,,,,,,,,,,,,
32,15,1,1,LogisticRegression(max_iter=10000),0.971,0.948,0,0.946,0,0.948,0,0,488,1,488,1,0:00:01.592515,0:00:00
,,,,,,,,,,,,,,,,,,
32,15,1,0.95,LogisticRegression(max_iter=10000),0.969,0.947,-0.001,0.945,-0.001,0.947,0,0,430,0.881,430,0.881,0:00:02.892880,0:00:00
,,,,,,,,,,,,,,,,,,
32,15,1,0.9,LogisticRegression(max_iter=10000),0.969,0.946,-0.002,0.944,-0.002,0.946,0,0,409,0.838,409,0.838,0:00:02.530511,0:00:00
,,,,,,,,,,,,,,,,,,
32,15,1,0.85,LogisticRegression(max_iter=10000),0.967,0.946,-0.002,0.944,-0.002,0.946,0,0,380,0.779,380,0.779,0:00:02.191289,0:00:00
,,,,,,,,,,,,,,,,,,
32,15,1,0.8,LogisticRegression(max_iter=10000),0.967,0.944,-0.004,0.942,-0.005,0.944,0,0,359,0.736,359,0.736,0:00:02.011120,0:00:00
,,,,,,,,,,,,,,,,,,
32,15,1,0.75,LogisticRegression(max_iter=10000),0.966,0.948,0,0.946,0,0.948,0,0,338,0.693,338,0.693,0:00:01.933258,0:00:00
,,,,,,,,,,,,,,,,,,
32,15,1,0.7,LogisticRegression(max_iter=10000),0.964,0.945,-0.003,0.943,-0.004,0.945,0,0,302,0.619,302,0.619,0:00:01.608681,0:00:00
,,,,,,,,,,,,,,,,,,
32,15,1,0.65,LogisticRegression(max_iter=10000),0.962,0.946,-0.002,0.944,-0.002,0.946,0,0,248,0.508,248,0.508,0:00:01.224437,0:00:00
,,,,,,,,,,,,,,,,,,
32,15,1,0.6,LogisticRegression(max_iter=10000),0.961,0.95,0.001,0.948,0.001,0.95,0,0,226,0.463,226,0.463,0:00:01.013865,0:00:00
,,,,,,,,,,,,,,,,,,
64,5,1,1,LogisticRegression(max_iter=10000),0.958,0.952,0,0.95,0,0.952,0,0,188,1,188,1,0:00:00.767262,0:00:00
,,,,,,,,,,,,,,,,,,
64,5,1,0.95,LogisticRegression(max_iter=10000),0.955,0.941,-0.011,0.938,-0.012,0.941,0,0,144,0.766,144,0.766,0:00:00.419377,0:00:00
,,,,,,,,,,,,,,,,,,
64,5,1,0.9,LogisticRegression(max_iter=10000),0.954,0.945,-0.007,0.943,-0.007,0.945,0,0,130,0.691,130,0.691,0:00:00.365682,0:00:00
,,,,,,,,,,,,,,,,,,
64,5,1,0.85,LogisticRegression(max_iter=10000),0.948,0.938,-0.013,0.936,-0.014,0.938,0,0,117,0.622,117,0.622,0:00:00.309828,0:00:00
,,,,,,,,,,,,,,,,,,
64,5,1,0.8,LogisticRegression(max_iter=10000),0.946,0.939,-0.012,0.937,-0.013,0.939,0,0,106,0.564,106,0.564,0:00:00.288155,0:00:00
,,,,,,,,,,,,,,,,,,
64,5,1,0.75,LogisticRegression(max_iter=10000),0.943,0.929,-0.022,0.926,-0.024,0.929,0,0,90,0.479,90,0.479,0:00:00.201166,0:00:00
,,,,,,,,,,,,,,,,,,
64,5,1,0.7,LogisticRegression(max_iter=10000),0.943,0.933,-0.019,0.93,-0.02,0.933,0,0,79,0.42,79,0.42,0:00:00.194644,0:00:00
,,,,,,,,,,,,,,,,,,
64,5,1,0.65,LogisticRegression(max_iter=10000),0.943,0.93,-0.021,0.927,-0.023,0.93,0,0,70,0.372,70,0.372,0:00:00.164680,0:00:00
,,,,,,,,,,,,,,,,,,
64,5,1,0.6,LogisticRegression(max_iter=10000),0.942,0.93,-0.021,0.927,-0.023,0.93,0,0,65,0.346,65,0.346,0:00:00.145559,0:00:00
,,,,,,,,,,,,,,,,,,
64,10,1,1,LogisticRegression(max_iter=10000),0.973,0.947,0,0.945,0,0.947,0,0,502,1,502,1,0:00:01.305868,0:00:00
,,,,,,,,,,,,,,,,,,
64,10,1,0.95,LogisticRegression(max_iter=10000),0.971,0.951,0.003,0.949,0.004,0.951,0,0,438,0.873,438,0.873,0:00:01.454167,0:00:00
,,,,,,,,,,,,,,,,,,
64,10,1,0.9,LogisticRegression(max_iter=10000),0.97,0.953,0.006,0.951,0.006,0.953,0,0,402,0.801,402,0.801,0:00:01.067881,0:00:00
,,,,,,,,,,,,,,,,,,
64,10,1,0.85,LogisticRegression(max_iter=10000),0.969,0.951,0.003,0.949,0.004,0.951,0,0,357,0.711,357,0.711,0:00:00.991499,0:00:00
,,,,,,,,,,,,,,,,,,
64,10,1,0.8,LogisticRegression(max_iter=10000),0.968,0.95,0.002,0.948,0.002,0.95,0,0,337,0.671,337,0.671,0:00:00.884524,0:00:00
,,,,,,,,,,,,,,,,,,
64,10,1,0.75,LogisticRegression(max_iter=10000),0.967,0.951,0.003,0.949,0.004,0.951,0,0,314,0.625,314,0.625,0:00:00.737805,0:00:00
,,,,,,,,,,,,,,,,,,
64,10,1,0.7,LogisticRegression(max_iter=10000),0.965,0.953,0.006,0.951,0.006,0.953,0,0,279,0.556,279,0.556,0:00:01.433005,0:00:00
,,,,,,,,,,,,,,,,,,
64,10,1,0.65,LogisticRegression(max_iter=10000),0.964,0.951,0.003,0.949,0.004,0.951,0,0,228,0.454,228,0.454,0:00:00.522981,0:00:00
,,,,,,,,,,,,,,,,,,
64,10,1,0.6,LogisticRegression(max_iter=10000),0.961,0.953,0.006,0.951,0.006,0.953,0,0,209,0.416,209,0.416,0:00:00.899836,0:00:00
,,,,,,,,,,,,,,,,,,
64,15,1,1,LogisticRegression(max_iter=10000),0.973,0.943,0,0.94,0,0.943,0,0,652,1,652,1,0:00:02.174593,0:00:00
,,,,,,,,,,,,,,,,,,
64,15,1,0.95,LogisticRegression(max_iter=10000),0.973,0.944,0.001,0.942,0.001,0.944,0,0,582,0.893,582,0.893,0:00:02.047570,0:00:00
,,,,,,,,,,,,,,,,,,
64,15,1,0.9,LogisticRegression(max_iter=10000),0.972,0.944,0.001,0.942,0.001,0.944,0,0,554,0.85,554,0.85,0:00:03.606498,0:00:00
,,,,,,,,,,,,,,,,,,
64,15,1,0.85,LogisticRegression(max_iter=10000),0.971,0.946,0.003,0.944,0.004,0.946,0,0,520,0.798,520,0.798,0:00:03.565274,0:00:00
,,,,,,,,,,,,,,,,,,
64,10,1,0.75,LogisticRegression(max_iter=10000),0.967,0.951,0.003,0.949,0.004,0.951,0,0,314,0.625,314,0.625,0:00:00.737805,0:00:00
,,,,,,,,,,,,,,,,,,
64,15,1,0.75,LogisticRegression(max_iter=10000),0.971,0.947,0.004,0.945,0.005,0.947,0,0,454,0.696,454,0.696,0:00:03.099938,0:00:00
,,,,,,,,,,,,,,,,,,
64,15,1,0.7,LogisticRegression(max_iter=10000),0.969,0.947,0.004,0.945,0.005,0.947,0,0,415,0.637,415,0.637,0:00:02.518312,0:00:00
,,,,,,,,,,,,,,,,,,
64,15,1,0.65,LogisticRegression(max_iter=10000),0.968,0.944,0.001,0.942,0.001,0.944,0,0,352,0.54,352,0.54,0:00:01.883587,0:00:00
,,,,,,,,,,,,,,,,,,
64,15,1,0.6,LogisticRegression(max_iter=10000),0.968,0.944,0.001,0.942,0.001,0.944,0,0,330,0.506,330,0.506,0:00:01.802274,0:00:00
,,,,,,,,,,,,,,,,,,
16,5,1,0.55,LogisticRegression(max_iter=10000),0.863,0.865,-0.135,0.859,-0.141,0.865,0,-1,16,16,16,16,0:00:00.012265,0:00:00
,,,,,,,,,,,,,,,,,,
16,10,1,0.55,LogisticRegression(max_iter=10000),0.932,0.932,-0.068,0.928,-0.072,0.932,0,-1,67,67,67,67,0:00:00.104569,0:00:00
,,,,,,,,,,,,,,,,,,
16,15,1,0.55,LogisticRegression(max_iter=10000),0.951,0.946,-0.054,0.944,-0.056,0.946,0,-1,123,123,123,123,0:00:00.452555,0:00:00
,,,,,,,,,,,,,,,,,,
32,5,1,0.55,LogisticRegression(max_iter=10000),0.892,0.877,-0.123,0.871,-0.129,0.877,0,-1,22,22,22,22,0:00:00.063111,0:00:00
,,,,,,,,,,,,,,,,,,
32,10,1,0.55,LogisticRegression(max_iter=10000),0.956,0.935,-0.065,0.932,-0.068,0.935,0,-1,123,123,123,123,0:00:02.997148,0:00:00
,,,,,,,,,,,,,,,,,,
32,15,1,0.55,LogisticRegression(max_iter=10000),0.954,0.941,-0.059,0.938,-0.062,0.941,0,-1,182,182,182,182,0:00:01.787298,0:00:00
,,,,,,,,,,,,,,,,,,
64,5,1,0.55,LogisticRegression(max_iter=10000),0.927,0.92,-0.08,0.916,-0.084,0.92,0,-1,41,41,41,41,0:00:00.225628,0:00:00
,,,,,,,,,,,,,,,,,,
64,10,1,0.55,LogisticRegression(max_iter=10000),0.954,0.947,-0.053,0.945,-0.055,0.947,0,-1,164,164,164,164,0:00:01.363609,0:00:00
,,,,,,,,,,,,,,,,,,
64,15,1,0.55,LogisticRegression(max_iter=10000),0.966,0.946,-0.054,0.944,-0.056,0.946,0,-1,274,274,274,274,0:00:02.597285,0:00:00
