Forest Size, Forest Depth, Patterns threshold, Edges Threshold, Learner, Train Accuracy, Test Accuracy, Test Accuracy (gain), F1_macro, F1_macro (gain), F1_micro, ROC_AUC, ROC_AUC (gain), Patterns Count, Patterns Ratio, Training Time, Pruning Time
,,,,,,,,,,,,,,,,
25,5,2,0.925,MultinomialNB(),0.909,0.909,-0.063,0.873,-0.086,0.909,0.907,-0.059,139,0.869,0:00:00.274881,0:00:46.571159
,,,,,,,,,,,,,,,,
25,5,2,0.925,LinearSVC(max_iter=10000),0.967,0.967,-0.006,0.95,-0.009,0.967,0.955,-0.011,139,0.869,0:03:36.786324,0:00:46.571159
,,,,,,,,,,,,,,,,
25,5,2,0.925,LogisticRegression(max_iter=10000),0.967,0.967,-0.006,0.95,-0.009,0.967,0.953,-0.013,139,0.869,0:00:55.833498,0:00:46.571159
,,,,,,,,,,,,,,,,
25,5,2,0.9,MultinomialNB(),0.909,0.909,-0.064,0.873,-0.086,0.909,0.907,-0.059,131,0.819,0:00:00.268890,0:00:43.718271
,,,,,,,,,,,,,,,,
25,5,2,0.9,LinearSVC(max_iter=10000),0.966,0.965,-0.007,0.948,-0.011,0.965,0.955,-0.011,131,0.819,0:03:12.251651,0:00:43.718271
,,,,,,,,,,,,,,,,
25,5,2,0.9,LogisticRegression(max_iter=10000),0.968,0.968,-0.005,0.951,-0.007,0.968,0.955,-0.011,131,0.819,0:00:37.414646,0:00:43.718271
,,,,,,,,,,,,,,,,
25,5,2,0.85,MultinomialNB(),0.908,0.909,-0.064,0.874,-0.085,0.909,0.911,-0.055,115,0.719,0:00:00.238982,0:00:38.368937
,,,,,,,,,,,,,,,,
25,5,2,0.85,LinearSVC(max_iter=10000),0.956,0.955,-0.017,0.935,-0.024,0.955,0.951,-0.016,115,0.719,0:01:59.580632,0:00:38.368937
,,,,,,,,,,,,,,,,
25,5,2,0.85,LogisticRegression(max_iter=10000),0.958,0.957,-0.016,0.936,-0.023,0.957,0.947,-0.019,115,0.719,0:00:45.750081,0:00:38.368937
,,,,,,,,,,,,,,,,
25,5,2,0.8,MultinomialNB(),0.853,0.853,-0.119,0.811,-0.148,0.853,0.877,-0.089,97,0.606,0:00:00.212648,0:00:32.694675
,,,,,,,,,,,,,,,,
25,5,2,0.8,LinearSVC(max_iter=10000),0.956,0.956,-0.016,0.935,-0.023,0.956,0.951,-0.016,97,0.606,0:01:37.922526,0:00:32.694675
,,,,,,,,,,,,,,,,
25,5,2,0.8,LogisticRegression(max_iter=10000),0.956,0.955,-0.017,0.934,-0.025,0.955,0.947,-0.02,97,0.606,0:00:42.401967,0:00:32.694675
,,,,,,,,,,,,,,,,
25,5,2,0.7,MultinomialNB(),0.814,0.813,-0.16,0.771,-0.188,0.813,0.856,-0.111,63,0.394,0:00:00.161265,0:00:25.096786
,,,,,,,,,,,,,,,,
25,5,2,0.7,LinearSVC(max_iter=10000),0.907,0.907,-0.065,0.863,-0.096,0.907,0.874,-0.092,63,0.394,0:01:00.733467,0:00:25.096786
,,,,,,,,,,,,,,,,
25,5,2,0.7,LogisticRegression(max_iter=10000),0.907,0.907,-0.065,0.862,-0.097,0.907,0.871,-0.095,63,0.394,0:00:24.701142,0:00:25.096786
,,,,,,,,,,,,,,,,
25,5,2,0.6,MultinomialNB(),0.771,0.771,-0.202,0.735,-0.223,0.771,0.846,-0.12,31,0.194,0:00:00.113303,0:00:20.643802
,,,,,,,,,,,,,,,,
25,5,2,0.6,LinearSVC(max_iter=10000),0.902,0.901,-0.071,0.855,-0.104,0.901,0.868,-0.098,31,0.194,0:00:22.665255,0:00:20.643802
,,,,,,,,,,,,,,,,
25,5,2,0.6,LogisticRegression(max_iter=10000),0.896,0.896,-0.077,0.844,-0.115,0.896,0.849,-0.118,31,0.194,0:00:10.951093,0:00:20.643802
,,,,,,,,,,,,,,,,
25,10,1,1,MultinomialNB(),0.927,0.928,0,0.893,0,0.928,0.903,0,584,1,0:00:00.917417,0:08:47.637338
,,,,,,,,,,,,,,,,
25,10,1,1,LinearSVC(max_iter=10000),0.972,0.971,0,0.956,0,0.971,0.966,0,584,1,0:18:47.254531,0:08:47.637338
,,,,,,,,,,,,,,,,
25,10,1,1,LogisticRegression(max_iter=10000),0.973,0.971,0,0.957,0,0.971,0.965,0,584,1,0:03:31.895579,0:08:47.637338
,,,,,,,,,,,,,,,,
25,10,1,0.975,MultinomialNB(),0.915,0.916,-0.056,0.877,-0.08,0.916,0.894,-0.07,557,0.954,0:00:00.901852,0:08:09.733318
,,,,,,,,,,,,,,,,
25,10,1,0.975,LinearSVC(max_iter=10000),0.971,0.971,0,0.957,0,0.971,0.966,0.001,557,0.954,0:17:49.959951,0:08:09.733318
,,,,,,,,,,,,,,,,
25,10,1,0.975,LogisticRegression(max_iter=10000),0.973,0.972,0,0.957,0,0.972,0.965,0,557,0.954,0:03:07.159284,0:08:09.733318
,,,,,,,,,,,,,,,,
25,10,1,0.95,MultinomialNB(),0.91,0.911,-0.061,0.871,-0.086,0.911,0.891,-0.073,509,0.872,0:00:00.803809,0:06:58.922767
,,,,,,,,,,,,,,,,
25,10,1,0.95,LinearSVC(max_iter=10000),0.967,0.967,-0.005,0.95,-0.007,0.967,0.956,-0.008,509,0.872,0:18:13.329148,0:06:58.922767
,,,,,,,,,,,,,,,,
25,10,1,0.95,LogisticRegression(max_iter=10000),0.969,0.968,-0.003,0.952,-0.005,0.968,0.957,-0.008,509,0.872,0:02:55.181627,0:06:58.922767
,,,,,,,,,,,,,,,,
25,10,1,0.925,MultinomialNB(),0.91,0.911,-0.06,0.871,-0.086,0.911,0.892,-0.073,487,0.834,0:00:00.806303,0:06:30.369937
,,,,,,,,,,,,,,,,
25,10,1,0.925,LinearSVC(max_iter=10000),0.967,0.966,-0.005,0.949,-0.007,0.966,0.955,-0.009,487,0.834,0:16:57.204828,0:06:30.369937
,,,,,,,,,,,,,,,,
25,10,1,0.925,LogisticRegression(max_iter=10000),0.968,0.967,-0.005,0.95,-0.007,0.967,0.953,-0.011,487,0.834,0:02:48.262234,0:06:30.369937
,,,,,,,,,,,,,,,,
25,10,1,0.9,MultinomialNB(),0.91,0.911,-0.06,0.871,-0.086,0.911,0.892,-0.073,465,0.796,0:00:00.752873,0:06:03.247288
,,,,,,,,,,,,,,,,
25,10,1,0.9,LinearSVC(max_iter=10000),0.965,0.965,-0.006,0.948,-0.009,0.965,0.954,-0.01,465,0.796,0:16:01.101858,0:06:03.247288
,,,,,,,,,,,,,,,,
25,10,1,0.9,LogisticRegression(max_iter=10000),0.968,0.967,-0.004,0.95,-0.007,0.967,0.954,-0.01,465,0.796,0:02:29.396527,0:06:03.247288
,,,,,,,,,,,,,,,,
25,10,1,0.85,MultinomialNB(),0.901,0.901,-0.07,0.86,-0.097,0.901,0.886,-0.078,402,0.688,0:00:00.658857,0:04:53.568365
,,,,,,,,,,,,,,,,
25,10,1,0.85,LinearSVC(max_iter=10000),0.956,0.955,-0.016,0.934,-0.023,0.955,0.949,-0.016,402,0.688,0:14:48.150644,0:04:53.568365
,,,,,,,,,,,,,,,,
25,10,1,0.85,LogisticRegression(max_iter=10000),0.958,0.957,-0.014,0.936,-0.021,0.957,0.947,-0.018,402,0.688,0:02:18.119162,0:04:53.568365
,,,,,,,,,,,,,,,,
25,10,1,0.8,MultinomialNB(),0.883,0.883,-0.088,0.841,-0.116,0.883,0.883,-0.081,347,0.594,0:00:00.584889,0:03:57.400300
,,,,,,,,,,,,,,,,
25,10,1,0.8,LinearSVC(max_iter=10000),0.956,0.956,-0.016,0.935,-0.022,0.956,0.95,-0.015,347,0.594,0:14:20.254270,0:03:57.400300
,,,,,,,,,,,,,,,,
25,10,1,0.8,LogisticRegression(max_iter=10000),0.957,0.956,-0.015,0.935,-0.022,0.956,0.948,-0.017,347,0.594,0:01:33.326766,0:03:57.400300
,,,,,,,,,,,,,,,,
25,10,1,0.7,MultinomialNB(),0.82,0.82,-0.152,0.778,-0.179,0.82,0.86,-0.105,226,0.387,0:00:00.390783,0:02:26.501093
,,,,,,,,,,,,,,,,
25,10,1,0.7,LinearSVC(max_iter=10000),0.912,0.911,-0.061,0.869,-0.088,0.911,0.884,-0.08,226,0.387,0:09:21.527207,0:02:26.501093
,,,,,,,,,,,,,,,,
25,10,1,0.7,LogisticRegression(max_iter=10000),0.912,0.91,-0.061,0.868,-0.089,0.91,0.878,-0.086,226,0.387,0:00:57.910731,0:02:26.501093
,,,,,,,,,,,,,,,,
25,10,1,0.6,MultinomialNB(),0.9,0.9,-0.071,0.852,-0.105,0.9,0.861,-0.103,92,0.158,0:00:00.211076,0:01:29.236581
,,,,,,,,,,,,,,,,
25,10,1,0.6,LinearSVC(max_iter=10000),0.903,0.902,-0.069,0.856,-0.101,0.902,0.868,-0.096,92,0.158,0:02:12.265193,0:01:29.236581
,,,,,,,,,,,,,,,,
25,10,1,0.6,LogisticRegression(max_iter=10000),0.898,0.898,-0.074,0.847,-0.11,0.898,0.853,-0.111,92,0.158,0:00:30.146466,0:01:29.236581
,,,,,,,,,,,,,,,,
25,10,2,1,MultinomialNB(),0.925,0.925,0,0.889,0,0.925,0.899,0,555,1,0:00:00.835782,0:07:59.360400
,,,,,,,,,,,,,,,,
25,10,2,1,LinearSVC(max_iter=10000),0.972,0.971,0,0.956,0,0.971,0.966,0,555,1,0:17:04.936747,0:07:59.360400
,,,,,,,,,,,,,,,,
25,10,2,1,LogisticRegression(max_iter=10000),0.973,0.971,0,0.957,0,0.971,0.964,0,555,1,0:03:11.751836,0:07:59.360400
,,,,,,,,,,,,,,,,
25,10,2,0.975,MultinomialNB(),0.913,0.913,-0.058,0.873,-0.083,0.913,0.891,-0.074,533,0.96,0:00:00.864464,0:07:28.984201
,,,,,,,,,,,,,,,,
25,10,2,0.975,LinearSVC(max_iter=10000),0.971,0.97,-0.001,0.956,-0.001,0.97,0.965,0,533,0.96,0:17:16.647605,0:07:28.984201
,,,,,,,,,,,,,,,,
25,10,2,0.975,LogisticRegression(max_iter=10000),0.972,0.971,0,0.957,0,0.971,0.964,-0.001,533,0.96,0:03:08.428575,0:07:28.984201
,,,,,,,,,,,,,,,,
25,10,2,0.95,MultinomialNB(),0.909,0.909,-0.062,0.869,-0.088,0.909,0.889,-0.076,490,0.883,0:00:00.822316,0:06:29.549788
,,,,,,,,,,,,,,,,
25,10,2,0.95,LinearSVC(max_iter=10000),0.967,0.967,-0.005,0.95,-0.007,0.967,0.956,-0.008,490,0.883,0:17:31.688680,0:06:29.549788
,,,,,,,,,,,,,,,,
25,10,2,0.95,LogisticRegression(max_iter=10000),0.969,0.968,-0.003,0.952,-0.005,0.968,0.956,-0.008,490,0.883,0:02:44.782261,0:06:29.549788
,,,,,,,,,,,,,,,,
25,10,2,0.925,MultinomialNB(),0.91,0.91,-0.061,0.871,-0.086,0.91,0.89,-0.074,473,0.852,0:00:00.775003,0:06:08.041934
,,,,,,,,,,,,,,,,
25,10,2,0.925,LinearSVC(max_iter=10000),0.967,0.966,-0.005,0.949,-0.007,0.966,0.955,-0.009,473,0.852,0:16:39.490628,0:06:08.041934
,,,,,,,,,,,,,,,,
25,10,2,0.925,LogisticRegression(max_iter=10000),0.968,0.967,-0.004,0.95,-0.007,0.967,0.953,-0.011,473,0.852,0:02:42.791395,0:06:08.041934
,,,,,,,,,,,,,,,,
25,10,2,0.9,MultinomialNB(),0.91,0.911,-0.06,0.871,-0.086,0.911,0.89,-0.074,452,0.814,0:00:00.746155,0:05:42.545782
,,,,,,,,,,,,,,,,
25,10,2,0.9,LinearSVC(max_iter=10000),0.965,0.965,-0.006,0.948,-0.009,0.965,0.954,-0.01,452,0.814,0:15:40.429727,0:05:42.545782
,,,,,,,,,,,,,,,,
25,10,2,0.9,LogisticRegression(max_iter=10000),0.968,0.967,-0.004,0.95,-0.006,0.967,0.954,-0.01,452,0.814,0:02:27.244449,0:05:42.545782
,,,,,,,,,,,,,,,,
25,10,2,0.85,MultinomialNB(),0.901,0.901,-0.07,0.86,-0.097,0.901,0.885,-0.079,394,0.71,0:00:00.655909,0:04:41.603534
,,,,,,,,,,,,,,,,
25,10,2,0.85,LinearSVC(max_iter=10000),0.956,0.955,-0.016,0.934,-0.023,0.955,0.949,-0.016,394,0.71,0:13:05.182898,0:04:41.603534
,,,,,,,,,,,,,,,,
25,10,2,0.85,LogisticRegression(max_iter=10000),0.958,0.957,-0.014,0.936,-0.021,0.957,0.947,-0.018,394,0.71,0:02:17.531490,0:04:41.603534
,,,,,,,,,,,,,,,,
25,10,2,0.8,MultinomialNB(),0.883,0.883,-0.088,0.841,-0.116,0.883,0.883,-0.082,340,0.613,0:00:00.572999,0:03:46.292274
,,,,,,,,,,,,,,,,
25,10,2,0.8,LinearSVC(max_iter=10000),0.956,0.956,-0.015,0.935,-0.022,0.956,0.95,-0.014,340,0.613,0:14:17.814882,0:03:46.292274
,,,,,,,,,,,,,,,,
25,10,2,0.8,LogisticRegression(max_iter=10000),0.957,0.956,-0.015,0.935,-0.022,0.956,0.948,-0.017,340,0.613,0:01:25.884311,0:03:46.292274
,,,,,,,,,,,,,,,,
25,10,2,0.7,MultinomialNB(),0.82,0.82,-0.151,0.778,-0.179,0.82,0.86,-0.105,225,0.405,0:00:00.388186,0:02:20.957874
,,,,,,,,,,,,,,,,
25,10,2,0.7,LinearSVC(max_iter=10000),0.912,0.911,-0.06,0.869,-0.087,0.911,0.884,-0.08,225,0.405,0:07:57.993578,0:02:20.957874
,,,,,,,,,,,,,,,,
25,10,2,0.7,LogisticRegression(max_iter=10000),0.912,0.91,-0.061,0.868,-0.089,0.91,0.878,-0.086,225,0.405,0:00:58.365140,0:02:20.957874
,,,,,,,,,,,,,,,,
25,10,2,0.6,MultinomialNB(),0.9,0.9,-0.071,0.852,-0.105,0.9,0.861,-0.103,92,0.166,0:00:00.206663,0:01:24.084367
,,,,,,,,,,,,,,,,
25,10,2,0.6,LinearSVC(max_iter=10000),0.903,0.902,-0.069,0.856,-0.101,0.902,0.868,-0.096,92,0.166,0:02:10.284580,0:01:24.084367
,,,,,,,,,,,,,,,,
25,10,2,0.6,LogisticRegression(max_iter=10000),0.898,0.898,-0.074,0.847,-0.11,0.898,0.853,-0.111,92,0.166,0:00:30.718613,0:01:24.084367
,,,,,,,,,,,,,,,,
25,15,1,1,MultinomialNB(),0.927,0.928,0,0.893,0,0.928,0.903,0,597,1,0:00:00.929291,0:09:06.752582
,,,,,,,,,,,,,,,,
25,15,1,1,LinearSVC(max_iter=10000),0.972,0.971,0,0.957,0,0.971,0.967,0,597,1,0:19:08.502348,0:09:06.752582
,,,,,,,,,,,,,,,,
25,15,1,1,LogisticRegression(max_iter=10000),0.973,0.971,0,0.957,0,0.971,0.964,0,597,1,0:03:36.440171,0:09:06.752582
,,,,,,,,,,,,,,,,
25,15,1,0.975,MultinomialNB(),0.915,0.915,-0.056,0.877,-0.08,0.915,0.895,-0.069,566,0.948,0:00:00.893843,0:08:19.588103
,,,,,,,,,,,,,,,,
25,15,1,0.975,LinearSVC(max_iter=10000),0.971,0.971,0,0.957,0,0.971,0.966,0.002,566,0.948,0:18:44.000844,0:08:19.588103
,,,,,,,,,,,,,,,,
25,15,1,0.975,LogisticRegression(max_iter=10000),0.973,0.972,0,0.958,0.001,0.972,0.965,0,566,0.948,0:03:26.755101,0:08:19.588103
,,,,,,,,,,,,,,,,
25,15,1,0.95,MultinomialNB(),0.91,0.911,-0.06,0.871,-0.085,0.911,0.892,-0.072,517,0.866,0:00:00.841184,0:07:11.220924
,,,,,,,,,,,,,,,,
25,15,1,0.95,LinearSVC(max_iter=10000),0.967,0.966,-0.005,0.949,-0.008,0.966,0.955,-0.009,517,0.866,0:18:10.718374,0:07:11.220924
,,,,,,,,,,,,,,,,
25,15,1,0.95,LogisticRegression(max_iter=10000),0.969,0.968,-0.003,0.951,-0.006,0.968,0.955,-0.009,517,0.866,0:02:51.861121,0:07:11.220924
,,,,,,,,,,,,,,,,
25,15,1,0.925,MultinomialNB(),0.91,0.911,-0.06,0.871,-0.085,0.911,0.892,-0.072,498,0.834,0:00:00.798682,0:06:48.632020
,,,,,,,,,,,,,,,,
25,15,1,0.925,LinearSVC(max_iter=10000),0.967,0.966,-0.005,0.949,-0.007,0.966,0.955,-0.009,498,0.834,0:17:13.348928,0:06:48.632020
,,,,,,,,,,,,,,,,
25,15,1,0.925,LogisticRegression(max_iter=10000),0.968,0.967,-0.004,0.95,-0.007,0.967,0.953,-0.011,498,0.834,0:02:38.603481,0:06:48.632020
,,,,,,,,,,,,,,,,
25,15,1,0.9,MultinomialNB(),0.91,0.911,-0.06,0.872,-0.085,0.911,0.893,-0.072,474,0.794,0:00:00.775513,0:06:18.616742
,,,,,,,,,,,,,,,,
25,15,1,0.9,LinearSVC(max_iter=10000),0.965,0.965,-0.006,0.948,-0.009,0.965,0.954,-0.01,474,0.794,0:16:18.830969,0:06:18.616742
,,,,,,,,,,,,,,,,
25,15,1,0.9,LogisticRegression(max_iter=10000),0.968,0.967,-0.004,0.95,-0.007,0.967,0.954,-0.01,474,0.794,0:02:17.408248,0:06:18.616742
,,,,,,,,,,,,,,,,
25,15,1,0.85,MultinomialNB(),0.901,0.902,-0.07,0.86,-0.096,0.902,0.887,-0.077,409,0.685,0:00:00.728193,0:05:03.542427
,,,,,,,,,,,,,,,,
25,15,1,0.85,LinearSVC(max_iter=10000),0.956,0.955,-0.016,0.934,-0.023,0.955,0.949,-0.016,409,0.685,0:15:09.380591,0:05:03.542427
,,,,,,,,,,,,,,,,
25,15,1,0.85,LogisticRegression(max_iter=10000),0.958,0.957,-0.014,0.936,-0.021,0.957,0.947,-0.018,409,0.685,0:02:06.299231,0:05:03.542427
,,,,,,,,,,,,,,,,
25,15,1,0.8,MultinomialNB(),0.872,0.872,-0.099,0.828,-0.128,0.872,0.877,-0.087,353,0.591,0:00:00.609364,0:04:04.495760
,,,,,,,,,,,,,,,,
25,15,1,0.8,LinearSVC(max_iter=10000),0.956,0.956,-0.015,0.935,-0.022,0.956,0.95,-0.014,353,0.591,0:14:17.306739,0:04:04.495760
,,,,,,,,,,,,,,,,
25,15,1,0.8,LogisticRegression(max_iter=10000),0.957,0.956,-0.015,0.935,-0.022,0.956,0.948,-0.017,353,0.591,0:01:26.463066,0:04:04.495760
,,,,,,,,,,,,,,,,
25,15,1,0.7,MultinomialNB(),0.82,0.82,-0.151,0.778,-0.179,0.82,0.86,-0.105,225,0.377,0:00:00.413948,0:02:26.296250
,,,,,,,,,,,,,,,,
25,15,1,0.7,LinearSVC(max_iter=10000),0.912,0.911,-0.06,0.869,-0.087,0.911,0.884,-0.08,225,0.377,0:08:05.086872,0:02:26.296250
,,,,,,,,,,,,,,,,
25,15,1,0.7,LogisticRegression(max_iter=10000),0.912,0.91,-0.061,0.868,-0.089,0.91,0.878,-0.086,225,0.377,0:00:57.565932,0:02:26.296250
,,,,,,,,,,,,,,,,
25,15,1,0.6,MultinomialNB(),0.9,0.9,-0.071,0.852,-0.105,0.9,0.861,-0.103,92,0.154,0:00:00.223035,0:01:29.048084
,,,,,,,,,,,,,,,,
25,15,1,0.6,LinearSVC(max_iter=10000),0.903,0.902,-0.069,0.856,-0.101,0.902,0.868,-0.096,92,0.154,0:02:11.762511,0:01:29.048084
,,,,,,,,,,,,,,,,
25,15,1,0.6,LogisticRegression(max_iter=10000),0.898,0.898,-0.074,0.847,-0.11,0.898,0.853,-0.111,92,0.154,0:00:31.382709,0:01:29.048084
,,,,,,,,,,,,,,,,
25,15,2,1,MultinomialNB(),0.927,0.927,0,0.892,0,0.927,0.901,0,575,1,0:00:00.950062,0:08:30.845917
,,,,,,,,,,,,,,,,
25,15,2,1,LinearSVC(max_iter=10000),0.972,0.971,0,0.957,0,0.971,0.967,0,575,1,0:18:30.809231,0:08:30.845917
,,,,,,,,,,,,,,,,
25,15,2,1,LogisticRegression(max_iter=10000),0.973,0.971,0,0.957,0,0.971,0.964,0,575,1,0:03:14.557918,0:08:30.845917
,,,,,,,,,,,,,,,,
25,15,2,0.975,MultinomialNB(),0.914,0.915,-0.056,0.876,-0.081,0.915,0.893,-0.072,550,0.957,0:00:00.831832,0:07:57.678269
,,,,,,,,,,,,,,,,
25,15,2,0.975,LinearSVC(max_iter=10000),0.971,0.971,0,0.957,0,0.971,0.966,0.002,550,0.957,0:17:56.359289,0:07:57.678269
,,,,,,,,,,,,,,,,
25,15,2,0.975,LogisticRegression(max_iter=10000),0.973,0.972,0,0.958,0.001,0.972,0.965,0,550,0.957,0:03:13.374563,0:07:57.678269
,,,,,,,,,,,,,,,,
