Forest Size, Forest Depth, Patterns threshold, Edges Threshold, Learner, Train Accuracy, Test Accuracy, Test Accuracy (gain), F1_macro, F1_macro (gain), F1_micro, ROC_AUC, ROC_AUC (gain), Patterns Count, Patterns Ratio, Nodes Count, Nodes Ratio, Training Time, Pruning Time
16,5,1,0.75,LogisticRegression(max_iter=10000),0.825,0.824,-0.009,0.824,-0.009,0.824,0,0,54,0.37,54,0.37,0:00:00.895196,0:00:00
,,,,,,,,,,,,,,,,,,
16,5,1,0.7,LogisticRegression(max_iter=10000),0.819,0.82,-0.012,0.82,-0.012,0.82,0,0,43,0.295,43,0.295,0:00:00.261610,0:00:00
,,,,,,,,,,,,,,,,,,
16,5,1,0.65,LogisticRegression(max_iter=10000),0.815,0.819,-0.014,0.819,-0.014,0.819,0,0,33,0.226,33,0.226,0:00:00.414492,0:00:00
,,,,,,,,,,,,,,,,,,
16,5,1,0.6,LogisticRegression(max_iter=10000),0.803,0.809,-0.023,0.809,-0.023,0.809,0,0,24,0.164,24,0.164,0:00:00.089883,0:00:00
,,,,,,,,,,,,,,,,,,
16,10,1,1,LogisticRegression(max_iter=10000),0.851,0.835,0,0.835,0,0.835,0,0,794,1,794,1,0:00:25.290910,0:00:00
,,,,,,,,,,,,,,,,,,
16,10,1,0.95,LogisticRegression(max_iter=10000),0.849,0.834,-0.001,0.834,-0.001,0.834,0,0,671,0.845,671,0.845,0:00:16.436492,0:00:00
,,,,,,,,,,,,,,,,,,
16,10,1,0.9,LogisticRegression(max_iter=10000),0.847,0.834,-0.001,0.834,-0.001,0.834,0,0,595,0.749,595,0.749,0:00:16.894055,0:00:00
,,,,,,,,,,,,,,,,,,
16,10,1,0.85,LogisticRegression(max_iter=10000),0.843,0.832,-0.003,0.832,-0.002,0.832,0,0,503,0.634,503,0.634,0:00:12.398884,0:00:00
,,,,,,,,,,,,,,,,,,
16,10,1,0.8,LogisticRegression(max_iter=10000),0.841,0.832,-0.002,0.832,-0.002,0.832,0,0,457,0.576,457,0.576,0:00:14.397556,0:00:00
,,,,,,,,,,,,,,,,,,
16,10,1,0.75,LogisticRegression(max_iter=10000),0.836,0.828,-0.007,0.828,-0.007,0.828,0,0,417,0.525,417,0.525,0:00:13.367535,0:00:00
,,,,,,,,,,,,,,,,,,
16,10,1,0.7,LogisticRegression(max_iter=10000),0.836,0.828,-0.007,0.827,-0.007,0.828,0,0,364,0.458,364,0.458,0:00:10.299703,0:00:00
,,,,,,,,,,,,,,,,,,
16,10,1,0.65,LogisticRegression(max_iter=10000),0.833,0.826,-0.009,0.826,-0.008,0.826,0,0,290,0.365,290,0.365,0:00:07.526607,0:00:00
,,,,,,,,,,,,,,,,,,
16,10,1,0.6,LogisticRegression(max_iter=10000),0.833,0.826,-0.008,0.826,-0.008,0.826,0,0,253,0.319,253,0.319,0:00:05.791769,0:00:00
,,,,,,,,,,,,,,,,,,
16,15,1,1,LogisticRegression(max_iter=10000),0.867,0.829,0,0.829,0,0.829,0,0,2226,1,2226,1,0:03:12.415687,0:00:00
,,,,,,,,,,,,,,,,,,
16,15,1,0.95,LogisticRegression(max_iter=10000),0.864,0.828,-0.002,0.827,-0.002,0.828,0,0,2015,0.905,2015,0.905,0:03:18.525097,0:00:00
,,,,,,,,,,,,,,,,,,
16,15,1,0.9,LogisticRegression(max_iter=10000),0.863,0.829,-0.001,0.829,-0.001,0.829,0,0,1828,0.821,1828,0.821,0:02:57.505288,0:00:00
,,,,,,,,,,,,,,,,,,
16,15,1,0.85,LogisticRegression(max_iter=10000),0.861,0.828,-0.002,0.828,-0.002,0.828,0,0,1642,0.738,1642,0.738,0:02:32.657546,0:00:00
,,,,,,,,,,,,,,,,,,
16,15,1,0.8,LogisticRegression(max_iter=10000),0.856,0.825,-0.004,0.825,-0.004,0.825,0,0,1487,0.668,1487,0.668,0:02:12.286818,0:00:00
,,,,,,,,,,,,,,,,,,
16,15,1,0.75,LogisticRegression(max_iter=10000),0.854,0.826,-0.003,0.826,-0.003,0.826,0,0,1344,0.604,1344,0.604,0:01:47.136885,0:00:00
,,,,,,,,,,,,,,,,,,
16,15,1,0.7,LogisticRegression(max_iter=10000),0.85,0.825,-0.004,0.825,-0.004,0.825,0,0,1133,0.509,1133,0.509,0:01:27.863788,0:00:00
,,,,,,,,,,,,,,,,,,
16,15,1,0.65,LogisticRegression(max_iter=10000),0.846,0.825,-0.004,0.825,-0.004,0.825,0,0,820,0.368,820,0.368,0:01:04.337989,0:00:00
,,,,,,,,,,,,,,,,,,
16,15,1,0.6,LogisticRegression(max_iter=10000),0.845,0.825,-0.005,0.825,-0.005,0.825,0,0,737,0.331,737,0.331,0:00:52.925779,0:00:00
,,,,,,,,,,,,,,,,,,
32,5,1,1,LogisticRegression(max_iter=10000),0.842,0.837,0,0.837,0,0.837,0,0,215,1,215,1,0:00:11.072135,0:00:00
,,,,,,,,,,,,,,,,,,
32,5,1,0.95,LogisticRegression(max_iter=10000),0.836,0.832,-0.006,0.831,-0.006,0.832,0,0,151,0.702,151,0.702,0:00:07.651169,0:00:00
,,,,,,,,,,,,,,,,,,
32,5,1,0.9,LogisticRegression(max_iter=10000),0.833,0.83,-0.007,0.83,-0.007,0.83,0,0,119,0.553,119,0.553,0:00:05.845709,0:00:00
,,,,,,,,,,,,,,,,,,
32,5,1,0.85,LogisticRegression(max_iter=10000),0.831,0.829,-0.008,0.829,-0.008,0.829,0,0,101,0.47,101,0.47,0:00:04.503792,0:00:00
,,,,,,,,,,,,,,,,,,
32,5,1,0.8,LogisticRegression(max_iter=10000),0.828,0.825,-0.012,0.825,-0.012,0.825,0,0,84,0.391,84,0.391,0:00:07.764043,0:00:00
,,,,,,,,,,,,,,,,,,
32,5,1,0.75,LogisticRegression(max_iter=10000),0.818,0.815,-0.022,0.815,-0.022,0.815,0,0,69,0.321,69,0.321,0:00:03.157926,0:00:00
,,,,,,,,,,,,,,,,,,
32,5,1,0.7,LogisticRegression(max_iter=10000),0.806,0.805,-0.032,0.805,-0.032,0.805,0,0,55,0.256,55,0.256,0:00:02.035624,0:00:00
,,,,,,,,,,,,,,,,,,
32,5,1,0.65,LogisticRegression(max_iter=10000),0.804,0.805,-0.032,0.805,-0.032,0.805,0,0,46,0.214,46,0.214,0:00:01.404410,0:00:00
,,,,,,,,,,,,,,,,,,
32,5,1,0.6,LogisticRegression(max_iter=10000),0.803,0.805,-0.032,0.805,-0.032,0.805,0,0,36,0.167,36,0.167,0:00:00.866273,0:00:00
,,,,,,,,,,,,,,,,,,
32,10,1,1,LogisticRegression(max_iter=10000),0.859,0.833,0,0.833,0,0.833,0,0,1346,1,1346,1,0:01:48.270725,0:00:00
,,,,,,,,,,,,,,,,,,
32,10,1,0.95,LogisticRegression(max_iter=10000),0.856,0.831,-0.002,0.83,-0.002,0.831,0,0,1120,0.832,1120,0.832,0:01:22.547667,0:00:00
,,,,,,,,,,,,,,,,,,
32,10,1,0.9,LogisticRegression(max_iter=10000),0.853,0.832,-0.001,0.832,-0.001,0.832,0,0,982,0.73,982,0.73,0:01:04.143307,0:00:00
,,,,,,,,,,,,,,,,,,
32,10,1,0.85,LogisticRegression(max_iter=10000),0.851,0.832,-0.001,0.832,-0.001,0.832,0,0,852,0.633,852,0.633,0:00:53.304781,0:00:00
,,,,,,,,,,,,,,,,,,
32,10,1,0.8,LogisticRegression(max_iter=10000),0.851,0.831,-0.001,0.831,-0.001,0.831,0,0,780,0.579,780,0.579,0:00:56.050442,0:00:00
,,,,,,,,,,,,,,,,,,
32,10,1,0.75,LogisticRegression(max_iter=10000),0.848,0.833,0,0.833,0,0.833,0,0,690,0.513,690,0.513,0:00:40.288222,0:00:00
,,,,,,,,,,,,,,,,,,
32,10,1,0.7,LogisticRegression(max_iter=10000),0.843,0.83,-0.003,0.829,-0.003,0.83,0,0,589,0.438,589,0.438,0:00:25.899656,0:00:00
,,,,,,,,,,,,,,,,,,
32,10,1,0.65,LogisticRegression(max_iter=10000),0.841,0.829,-0.004,0.829,-0.004,0.829,0,0,471,0.35,471,0.35,0:00:23.921567,0:00:00
,,,,,,,,,,,,,,,,,,
32,10,1,0.6,LogisticRegression(max_iter=10000),0.84,0.828,-0.004,0.828,-0.004,0.828,0,0,418,0.311,418,0.311,0:00:13.965872,0:00:00
,,,,,,,,,,,,,,,,,,
32,15,1,1,LogisticRegression(max_iter=10000),0.88,0.827,0,0.827,0,0.827,0,0,3984,1,3984,1,0:08:30.487825,0:00:00
,,,,,,,,,,,,,,,,,,
32,15,1,0.95,LogisticRegression(max_iter=10000),0.876,0.826,-0.001,0.826,-0.001,0.826,0,0,3662,0.919,3662,0.919,0:06:17.998358,0:00:00
,,,,,,,,,,,,,,,,,,
32,15,1,0.9,LogisticRegression(max_iter=10000),0.875,0.826,-0.001,0.826,-0.001,0.826,0,0,3340,0.838,3340,0.838,0:04:01.203599,0:00:00
,,,,,,,,,,,,,,,,,,
32,15,1,0.85,LogisticRegression(max_iter=10000),0.87,0.826,-0.001,0.826,-0.001,0.826,0,0,2998,0.753,2998,0.753,0:03:58.467720,0:00:00
,,,,,,,,,,,,,,,,,,
32,15,1,0.8,LogisticRegression(max_iter=10000),0.87,0.825,-0.002,0.825,-0.002,0.825,0,0,2767,0.695,2767,0.695,0:03:39.622154,0:00:00
,,,,,,,,,,,,,,,,,,
32,15,1,0.75,LogisticRegression(max_iter=10000),0.867,0.825,-0.002,0.824,-0.002,0.825,0,0,2473,0.621,2473,0.621,0:02:55.128664,0:00:00
,,,,,,,,,,,,,,,,,,
32,15,1,0.7,LogisticRegression(max_iter=10000),0.861,0.824,-0.003,0.824,-0.002,0.824,0,0,2096,0.526,2096,0.526,0:02:13.001283,0:00:00
,,,,,,,,,,,,,,,,,,
32,15,1,0.65,LogisticRegression(max_iter=10000),0.855,0.828,0.001,0.828,0.001,0.828,0,0,1517,0.381,1517,0.381,0:01:32.365564,0:00:00
,,,,,,,,,,,,,,,,,,
32,15,1,0.6,LogisticRegression(max_iter=10000),0.854,0.827,0.001,0.827,0.001,0.827,0,0,1366,0.343,1366,0.343,0:01:14.614472,0:00:00
,,,,,,,,,,,,,,,,,,
16,5,1,0.55,LogisticRegression(max_iter=10000),0.785,0.794,-0.206,0.794,-0.206,0.794,0,-1,15,15,15,15,0:00:00.040963,0:00:00
,,,,,,,,,,,,,,,,,,
16,10,1,0.55,LogisticRegression(max_iter=10000),0.831,0.824,-0.176,0.824,-0.176,0.824,0,-1,175,175,175,175,0:00:02.738990,0:00:00
,,,,,,,,,,,,,,,,,,
16,15,1,0.55,LogisticRegression(max_iter=10000),0.841,0.827,-0.173,0.827,-0.173,0.827,0,-1,565,565,565,565,0:00:17.232885,0:00:00
,,,,,,,,,,,,,,,,,,
32,5,1,0.55,LogisticRegression(max_iter=10000),0.787,0.789,-0.211,0.789,-0.211,0.789,0,-1,26,26,26,26,0:00:00.136329,0:00:00
,,,,,,,,,,,,,,,,,,
32,10,1,0.55,LogisticRegression(max_iter=10000),0.837,0.83,-0.17,0.83,-0.17,0.83,0,-1,311,311,311,311,0:00:06.020223,0:00:00
,,,,,,,,,,,,,,,,,,
32,15,1,0.55,LogisticRegression(max_iter=10000),0.849,0.827,-0.173,0.827,-0.173,0.827,0,-1,1028,1028,1028,1028,0:00:43.383312,0:00:00
,,,,,,,,,,,,,,,,,,
64,5,1,0.55,LogisticRegression(max_iter=10000),0.806,0.804,-0.196,0.804,-0.196,0.804,0,-1,41,41,41,41,0:00:00.247274,0:00:00
,,,,,,,,,,,,,,,,,,
64,10,1,0.55,LogisticRegression(max_iter=10000),0.841,0.83,-0.17,0.83,-0.17,0.83,0,-1,469,469,469,469,0:00:15.178747,0:00:00
,,,,,,,,,,,,,,,,,,
64,15,1,0.55,LogisticRegression(max_iter=10000),0.86,0.828,-0.172,0.828,-0.172,0.828,0,-1,1760,1760,1760,1760,0:01:56.721688,0:00:00
64,15,1,0.6,LogisticRegression(max_iter=10000),0.868,0.827,-0.173,0.826,-0.174,0.827,0,-1.0,2391,2391.0,2391,2391.0,0:02:30.978073,0:00:00,0:00:35.156135,

64,15,1,0.6,LogisticRegression(max_iter=10000),0.868,0.827,-0.173,0.826,-0.174,0.827,0,-1.0,2391,2391.0,2391,2391.0,0:03:28.378569,0:00:00,0:00:00.037249,

Forest Size, Forest Depth, Patterns threshold, Edges Threshold, Learner, Train Accuracy, Test Accuracy, Test Accuracy (gain), F1_macro, F1_macro (gain), F1_micro, ROC_AUC, ROC_AUC (gain), Patterns Count, Patterns Ratio, Nodes Count, Nodes Ratio, Training Time, Pruning Time

Forest Size, Forest Depth, Patterns threshold, Edges Threshold, Learner, Train Accuracy, Test Accuracy, Test Accuracy (gain), F1_macro, F1_macro (gain), F1_micro, ROC_AUC, ROC_AUC (gain), Patterns Count, Patterns Ratio, Nodes Count, Nodes Ratio, Training Time, Pruning Time

64,15,1,0.6,LogisticRegression(max_iter=10000),0.866,0.827,-0.173,0.827,-0.173,0.827,0,-1.0,2438,2438.0,2438,2438.0,0:03:02.892296,0:00:00,0:00:00.068442,

Forest Size, Forest Depth, Patterns threshold, Edges Threshold, Learner, Train Accuracy, Test Accuracy, Test Accuracy (gain), F1_macro, F1_macro (gain), F1_micro, ROC_AUC, ROC_AUC (gain), Patterns Count, Patterns Ratio, Nodes Count, Nodes Ratio, Training Time, Pruning Time

64,5,1,0.6,LogisticRegression(max_iter=10000),0.808,0.804,-0.196,0.804,-0.196,0.804,0,-1.0,61,61.0,61,61.0,0:00:00.680425,0:00:00,0:00:00.001038,

Forest Size, Forest Depth, Patterns threshold, Edges Threshold, Learner, Train Accuracy, Test Accuracy, Test Accuracy (gain), F1_macro, F1_macro (gain), F1_micro, ROC_AUC, ROC_AUC (gain), Patterns Count, Patterns Ratio, Nodes Count, Nodes Ratio, Training Time, Pruning Time

64,5,1,0.6,LogisticRegression(max_iter=10000),0.0,0.804,-0.196,0.804,-0.196,0.804,0,-1.0,61,61.0,61,61.0,0:00:00.000267,0:00:00,0:00:00.001135,

Forest Size, Forest Depth, Patterns threshold, Edges Threshold, Learner, Train Accuracy, Test Accuracy, Test Accuracy (gain), F1_macro, F1_macro (gain), F1_micro, ROC_AUC, ROC_AUC (gain), Patterns Count, Patterns Ratio, Nodes Count, Nodes Ratio, Training Time, Pruning Time

64,15,1,0.6,LogisticRegression(max_iter=10000),0.869,0.829,-0.171,0.828,-0.172,0.829,0,-1.0,2404,2404.0,2404,2404.0,0:03:07.184057,0:00:00,0:00:00.046160,

Forest Size, Forest Depth, Patterns threshold, Edges Threshold, Learner, Train Accuracy, Test Accuracy, Test Accuracy (gain), F1_macro, F1_macro (gain), F1_micro, ROC_AUC, ROC_AUC (gain), Patterns Count, Patterns Ratio, Nodes Count, Nodes Ratio, Training Time, Pruning Time

64,15,1,0.6,LogisticRegression(max_iter=10000),0.0,0.829,-0.171,0.828,-0.172,0.829,0,-1.0,2404,2404.0,2404,2404.0,0:00:00.000169,0:00:00,0:00:00.046451,

Forest Size, Forest Depth, Patterns threshold, Edges Threshold, Learner, Train Accuracy, Test Accuracy, Test Accuracy (gain), F1_macro, F1_macro (gain), F1_micro, ROC_AUC, ROC_AUC (gain), Patterns Count, Patterns Ratio, Nodes Count, Nodes Ratio, Training Time, Pruning Time

64,5,1,0.9,LogisticRegression(max_iter=10000),0.837,0.836,-0.164,0.835,-0.165,0.836,0,-1.0,187,187.0,187,187.0,0:00:03.567089,0:00:00,0:00:00.003240,

Forest Size, Forest Depth, Patterns threshold, Edges Threshold, Learner, Train Accuracy, Test Accuracy, Test Accuracy (gain), F1_macro, F1_macro (gain), F1_micro, ROC_AUC, ROC_AUC (gain), Patterns Count, Patterns Ratio, Nodes Count, Nodes Ratio, Training Time, Pruning Time

64,5,1,0.9,LogisticRegression(max_iter=10000),0.837,0.836,-0.164,0.835,-0.165,0.836,0,-1.0,187,187.0,187,187.0,0:00:03.711781,0:00:00,0:00:03.576470,

Forest Size, Forest Depth, Patterns threshold, Edges Threshold, Learner, Train Accuracy, Test Accuracy, Test Accuracy (gain), F1_macro, F1_macro (gain), F1_micro, ROC_AUC, ROC_AUC (gain), Patterns Count, Patterns Ratio, Nodes Count, Nodes Ratio, Training Time, Pruning Time

64,5,1,0.9,LogisticRegression(max_iter=10000),0.837,0.836,-0.164,0.835,-0.165,0.836,0,-1.0,187,187.0,187,187.0,0:00:05.442773,0:00:00,0:00:00.003042,

Forest Size, Forest Depth, Patterns threshold, Edges Threshold, Learner, Train Accuracy, Test Accuracy, Test Accuracy (gain), F1_macro, F1_macro (gain), F1_micro, ROC_AUC, ROC_AUC (gain), Patterns Count, Patterns Ratio, Nodes Count, Nodes Ratio, Training Time, Pruning Time

Forest Size, Forest Depth, Patterns threshold, Edges Threshold, Learner, Train Accuracy, Test Accuracy, Test Accuracy (gain), F1_macro, F1_macro (gain), F1_micro, ROC_AUC, ROC_AUC (gain), Patterns Count, Patterns Ratio, Nodes Count, Nodes Ratio, Training Time, Pruning Time

64,15,1,0.99,LogisticRegression(max_iter=10000),0.835,0.834,-0.166,0.834,-0.166,0.834,0,-1.0,273,273.0,273,273.0,0:00:08.603782,0:00:00,0:00:00.004990,

Forest Size, Forest Depth, Patterns threshold, Edges Threshold, Learner, Train Accuracy, Test Accuracy, Test Accuracy (gain), F1_macro, F1_macro (gain), F1_micro, ROC_AUC, ROC_AUC (gain), Patterns Count, Patterns Ratio, Nodes Count, Nodes Ratio, Training Time, Pruning Time

Forest Size, Forest Depth, Patterns threshold, Edges Threshold, Learner, Train Accuracy, Test Accuracy, Test Accuracy (gain), F1_macro, F1_macro (gain), F1_micro, ROC_AUC, ROC_AUC (gain), Patterns Count, Patterns Ratio, Nodes Count, Nodes Ratio, Training Time, Pruning Time

Forest Size, Forest Depth, Patterns threshold, Edges Threshold, Learner, Train Accuracy, Test Accuracy, Test Accuracy (gain), F1_macro, F1_macro (gain), F1_micro, ROC_AUC, ROC_AUC (gain), Patterns Count, Patterns Ratio, Nodes Count, Nodes Ratio, Training Time, Pruning Time

Forest Size, Forest Depth, Patterns threshold, Edges Threshold, Learner, Train Accuracy, Test Accuracy, Test Accuracy (gain), F1_macro, F1_macro (gain), F1_micro, ROC_AUC, ROC_AUC (gain), Patterns Count, Patterns Ratio, Nodes Count, Nodes Ratio, Training Time, Pruning Time

64,15,1,0.995,LogisticRegression(max_iter=10000),0.825,0.823,-0.177,0.823,-0.177,0.823,0,-1.0,128,128.0,128,128.0,0:00:03.871512,0:00:00,0:00:00.002531,

Forest Size, Forest Depth, Patterns threshold, Edges Threshold, Learner, Train Accuracy, Test Accuracy, Test Accuracy (gain), F1_macro, F1_macro (gain), F1_micro, ROC_AUC, ROC_AUC (gain), Patterns Count, Patterns Ratio, Nodes Count, Nodes Ratio, Training Time, Pruning Time

64,5,1,0.995,LogisticRegression(max_iter=10000),0.8,0.8,-0.2,0.8,-0.2,0.8,0,-1.0,22,22.0,22,22.0,0:00:00.070727,0:00:00,0:00:00.000472,

Forest Size, Forest Depth, Patterns threshold, Edges Threshold, Learner, Train Accuracy, Test Accuracy, Test Accuracy (gain), F1_macro, F1_macro (gain), F1_micro, ROC_AUC, ROC_AUC (gain), Patterns Count, Patterns Ratio, Nodes Count, Nodes Ratio, Training Time, Pruning Time

32,5,1,0.995,LogisticRegression(max_iter=10000),0.654,0.645,-0.355,0.603,-0.397,0.645,0,-1.0,16,16.0,16,16.0,0:00:00.086064,0:00:00,0:00:00.000375,

