,,,,,,,,,,,,,,,,,,
Forest Size, Forest Depth, Patterns threshold, Edges Threshold, Learner, Train Accuracy, Test Accuracy, Test Accuracy (gain), F1_macro, F1_macro (gain), F1_micro, ROC_AUC, ROC_AUC (gain), Patterns Count, Patterns Ratio, Nodes Count, Nodes Ratio, Training Time, Pruning Time
32,10,1,0.95,LogisticRegression(max_iter=10000),0.85,0.826,-0.001,0.801,-0.002,0.826,0,0,1142,0.925,1142,0.925,0:00:41.180128,0:00:00
,,,,,,,,,,,,,,,,,,
32,10,1,0.9,LogisticRegression(max_iter=10000),0.85,0.826,-0.001,0.801,-0.002,0.826,0,0,1073,0.869,1073,0.869,0:00:39.553860,0:00:00
,,,,,,,,,,,,,,,,,,
32,10,1,0.85,LogisticRegression(max_iter=10000),0.85,0.828,0.001,0.804,0.001,0.828,0,0,987,0.799,987,0.799,0:00:36.292402,0:00:00
,,,,,,,,,,,,,,,,,,
32,10,1,0.8,LogisticRegression(max_iter=10000),0.849,0.83,0.003,0.806,0.003,0.83,0,0,936,0.758,936,0.758,0:00:32.890848,0:00:00
,,,,,,,,,,,,,,,,,,
32,10,1,0.75,LogisticRegression(max_iter=10000),0.847,0.831,0.003,0.807,0.003,0.831,0,0,858,0.695,858,0.695,0:00:27.642650,0:00:00
,,,,,,,,,,,,,,,,,,
32,10,1,0.7,LogisticRegression(max_iter=10000),0.848,0.833,0.005,0.809,0.006,0.833,0,0,770,0.623,770,0.623,0:00:24.537531,0:00:00
,,,,,,,,,,,,,,,,,,
32,10,1,0.65,LogisticRegression(max_iter=10000),0.846,0.835,0.007,0.811,0.008,0.835,0,0,634,0.513,634,0.513,0:00:15.141099,0:00:00
,,,,,,,,,,,,,,,,,,
32,10,1,0.6,LogisticRegression(max_iter=10000),0.845,0.836,0.009,0.813,0.01,0.836,0,0,557,0.451,557,0.451,0:00:12.878290,0:00:00
,,,,,,,,,,,,,,,,,,
32,15,1,1,LogisticRegression(max_iter=10000),0.855,0.826,0,0.801,0,0.826,0,0,1361,1,1361,1,0:00:56.871782,0:00:00
,,,,,,,,,,,,,,,,,,
32,15,1,0.95,LogisticRegression(max_iter=10000),0.854,0.827,0.001,0.802,0.001,0.827,0,0,1278,0.939,1278,0.939,0:00:53.446476,0:00:00
,,,,,,,,,,,,,,,,,,
32,15,1,0.9,LogisticRegression(max_iter=10000),0.853,0.827,0.001,0.803,0.002,0.827,0,0,1225,0.9,1225,0.9,0:00:46.730001,0:00:00
,,,,,,,,,,,,,,,,,,
32,15,1,0.85,LogisticRegression(max_iter=10000),0.852,0.827,0.001,0.802,0.001,0.827,0,0,1168,0.858,1168,0.858,0:00:44.100006,0:00:00
,,,,,,,,,,,,,,,,,,
32,15,1,0.8,LogisticRegression(max_iter=10000),0.853,0.829,0.003,0.805,0.004,0.829,0,0,1129,0.83,1129,0.83,0:00:40.140030,0:00:00
,,,,,,,,,,,,,,,,,,
32,15,1,0.75,LogisticRegression(max_iter=10000),0.852,0.828,0.002,0.804,0.003,0.828,0,0,1078,0.792,1078,0.792,0:00:39.004134,0:00:00
,,,,,,,,,,,,,,,,,,
32,15,1,0.7,LogisticRegression(max_iter=10000),0.851,0.829,0.003,0.805,0.004,0.829,0,0,1006,0.739,1006,0.739,0:00:48.657566,0:00:00
,,,,,,,,,,,,,,,,,,
32,15,1,0.65,LogisticRegression(max_iter=10000),0.849,0.834,0.008,0.81,0.009,0.834,0,0,874,0.642,874,0.642,0:00:33.629767,0:00:00
,,,,,,,,,,,,,,,,,,
32,15,1,0.6,LogisticRegression(max_iter=10000),0.848,0.836,0.01,0.813,0.012,0.836,0,0,832,0.611,832,0.611,0:00:31.573096,0:00:00
,,,,,,,,,,,,,,,,,,
64,5,1,1,LogisticRegression(max_iter=10000),0.843,0.836,0,0.813,0,0.836,0,0,588,1,588,1,0:00:15.670676,0:00:00
,,,,,,,,,,,,,,,,,,
64,5,1,0.95,LogisticRegression(max_iter=10000),0.841,0.835,-0.001,0.811,-0.002,0.835,0,0,526,0.895,526,0.895,0:00:13.796543,0:00:00
,,,,,,,,,,,,,,,,,,
64,5,1,0.9,LogisticRegression(max_iter=10000),0.841,0.835,-0.001,0.811,-0.002,0.835,0,0,469,0.798,469,0.798,0:00:14.211103,0:00:00
,,,,,,,,,,,,,,,,,,
64,5,1,0.85,LogisticRegression(max_iter=10000),0.838,0.834,-0.002,0.809,-0.004,0.834,0,0,426,0.724,426,0.724,0:00:09.752898,0:00:00
,,,,,,,,,,,,,,,,,,
64,5,1,0.8,LogisticRegression(max_iter=10000),0.835,0.832,-0.004,0.808,-0.005,0.832,0,0,379,0.645,379,0.645,0:00:12.385080,0:00:00
,,,,,,,,,,,,,,,,,,
64,5,1,0.75,LogisticRegression(max_iter=10000),0.834,0.832,-0.004,0.808,-0.005,0.832,0,0,340,0.578,340,0.578,0:00:13.312875,0:00:00
,,,,,,,,,,,,,,,,,,
64,5,1,0.7,LogisticRegression(max_iter=10000),0.831,0.834,-0.002,0.811,-0.002,0.834,0,0,291,0.495,291,0.495,0:00:05.988643,0:00:00
,,,,,,,,,,,,,,,,,,
64,5,1,0.65,LogisticRegression(max_iter=10000),0.83,0.834,-0.002,0.81,-0.003,0.834,0,0,238,0.405,238,0.405,0:00:04.791482,0:00:00
,,,,,,,,,,,,,,,,,,
64,5,1,0.6,LogisticRegression(max_iter=10000),0.831,0.832,-0.004,0.808,-0.006,0.832,0,0,182,0.31,182,0.31,0:00:03.363820,0:00:00
,,,,,,,,,,,,,,,,,,
64,10,1,1,LogisticRegression(max_iter=10000),0.854,0.827,0,0.802,0,0.827,0,0,1422,1,1422,1,0:01:06.214428,0:00:00
,,,,,,,,,,,,,,,,,,
64,10,1,0.95,LogisticRegression(max_iter=10000),0.854,0.826,-0.001,0.801,-0.001,0.826,0,0,1312,0.923,1312,0.923,0:00:50.033256,0:00:00
,,,,,,,,,,,,,,,,,,
64,10,1,0.9,LogisticRegression(max_iter=10000),0.853,0.826,-0.001,0.801,-0.001,0.826,0,0,1252,0.88,1252,0.88,0:00:54.609385,0:00:00
,,,,,,,,,,,,,,,,,,
64,10,1,0.85,LogisticRegression(max_iter=10000),0.853,0.826,0,0.802,0,0.826,0,0,1182,0.831,1182,0.831,0:00:44.021977,0:00:00
,,,,,,,,,,,,,,,,,,
64,10,1,0.8,LogisticRegression(max_iter=10000),0.851,0.828,0.001,0.804,0.002,0.828,0,0,1126,0.792,1126,0.792,0:00:44.175412,0:00:00
,,,,,,,,,,,,,,,,,,
64,10,1,0.75,LogisticRegression(max_iter=10000),0.851,0.828,0.001,0.804,0.002,0.828,0,0,1062,0.747,1062,0.747,0:00:43.231839,0:00:00
,,,,,,,,,,,,,,,,,,
64,10,1,0.7,LogisticRegression(max_iter=10000),0.85,0.832,0.005,0.808,0.006,0.832,0,0,994,0.699,994,0.699,0:00:45.719992,0:00:00
,,,,,,,,,,,,,,,,,,
64,10,1,0.65,LogisticRegression(max_iter=10000),0.85,0.834,0.007,0.81,0.008,0.834,0,0,850,0.598,850,0.598,0:00:26.083164,0:00:00
,,,,,,,,,,,,,,,,,,
64,10,1,0.6,LogisticRegression(max_iter=10000),0.849,0.839,0.013,0.817,0.015,0.839,0,0,777,0.546,777,0.546,0:00:27.188224,0:00:00
,,,,,,,,,,,,,,,,,,
64,15,1,1,LogisticRegression(max_iter=10000),0.855,0.825,0,0.8,0,0.825,0,0,1534,1,1534,1,0:01:13.804847,0:00:00
,,,,,,,,,,,,,,,,,,
64,15,1,0.95,LogisticRegression(max_iter=10000),0.855,0.828,0.002,0.803,0.003,0.828,0,0,1446,0.943,1446,0.943,0:02:09.502148,0:00:00
,,,,,,,,,,,,,,,,,,
64,15,1,0.9,LogisticRegression(max_iter=10000),0.855,0.828,0.003,0.803,0.003,0.828,0,0,1393,0.908,1393,0.908,0:02:43.595320,0:00:00
,,,,,,,,,,,,,,,,,,
64,15,1,0.85,LogisticRegression(max_iter=10000),0.855,0.828,0.003,0.804,0.004,0.828,0,0,1335,0.87,1335,0.87,0:02:28.858201,0:00:00
,,,,,,,,,,,,,,,,,,
64,15,1,0.8,LogisticRegression(max_iter=10000),0.854,0.828,0.003,0.804,0.004,0.828,0,0,1301,0.848,1301,0.848,0:03:00.728773,0:00:00
,,,,,,,,,,,,,,,,,,
64,15,1,0.75,LogisticRegression(max_iter=10000),0.854,0.829,0.003,0.804,0.004,0.829,0,0,1260,0.821,1260,0.821,0:03:10.351641,0:00:00
,,,,,,,,,,,,,,,,,,
64,15,1,0.7,LogisticRegression(max_iter=10000),0.854,0.828,0.003,0.804,0.004,0.828,0,0,1196,0.78,1196,0.78,0:02:16.159722,0:00:00
,,,,,,,,,,,,,,,,,,
64,15,1,0.65,LogisticRegression(max_iter=10000),0.851,0.829,0.004,0.805,0.005,0.829,0,0,1083,0.706,1083,0.706,0:02:12.483199,0:00:00
,,,,,,,,,,,,,,,,,,
64,15,1,0.6,LogisticRegression(max_iter=10000),0.851,0.831,0.006,0.807,0.007,0.831,0,0,1042,0.679,1042,0.679,0:01:41.112440,0:00:00
16,5,1,0.55,LogisticRegression(max_iter=10000),0.816,0.808,-0.192,0.773,-0.227,0.808,0,-1.0,31,31.0,31,31.0,0:00:00.186697,0:00:00,

16,10,1,0.55,LogisticRegression(max_iter=10000),0.838,0.843,-0.157,0.819,-0.181,0.843,0,-1.0,244,244.0,244,244.0,0:00:03.669796,0:00:00,

16,15,1,0.55,LogisticRegression(max_iter=10000),0.847,0.843,-0.157,0.82,-0.18,0.843,0,-1.0,495,495.0,495,495.0,0:00:14.490982,0:00:00,

32,5,1,0.55,LogisticRegression(max_iter=10000),0.818,0.815,-0.185,0.787,-0.213,0.815,0,-1.0,63,63.0,63,63.0,0:00:00.535956,0:00:00,

32,10,1,0.55,LogisticRegression(max_iter=10000),0.84,0.835,-0.165,0.811,-0.189,0.835,0,-1.0,395,395.0,395,395.0,0:00:11.751326,0:00:00,

32,15,1,0.55,LogisticRegression(max_iter=10000),0.845,0.833,-0.167,0.809,-0.191,0.833,0,-1.0,701,701.0,701,701.0,0:00:22.071256,0:00:00,

64,5,1,0.55,LogisticRegression(max_iter=10000),0.825,0.834,-0.166,0.809,-0.191,0.834,0,-1.0,104,104.0,104,104.0,0:00:01.890297,0:00:00,

64,10,1,0.55,LogisticRegression(max_iter=10000),0.844,0.839,-0.161,0.816,-0.184,0.839,0,-1.0,588,588.0,588,588.0,0:00:17.205827,0:00:00,

64,15,1,0.55,LogisticRegression(max_iter=10000),0.85,0.831,-0.169,0.807,-0.193,0.831,0,-1.0,913,913.0,913,913.0,0:00:28.953736,0:00:00,

Forest Size, Forest Depth, Patterns threshold, Edges Threshold, Learner, Train Accuracy, Test Accuracy, Test Accuracy (gain), F1_macro, F1_macro (gain), F1_micro, ROC_AUC, ROC_AUC (gain), Patterns Count, Patterns Ratio, Nodes Count, Nodes Ratio, Training Time, Pruning Time

Forest Size, Forest Depth, Patterns threshold, Edges Threshold, Learner, Train Accuracy, Test Accuracy, Test Accuracy (gain), F1_macro, F1_macro (gain), F1_micro, ROC_AUC, ROC_AUC (gain), Patterns Count, Patterns Ratio, Nodes Count, Nodes Ratio, Training Time, Pruning Time

64,15,1,0.995,LogisticRegression(max_iter=10000),0.836,0.84,-0.16,0.816,-0.184,0.84,0,-1.0,250,250.0,250,250.0,0:00:06.716253,0:00:00,0:00:00.002552,

